,GROUP_NAME,PlusMinus
985,J. Green - K. Caldwell-Pope - B. Brown - Z. Nnaji - C. Braun,-2.7
986,J. Isaac - M. Wagner - B. Bol - C. Anthony - J. Suggs,1.5
987,J. Richardson - J. Poeltl - K. Johnson - T. Jones - J. Sochan,0.1
988,J. Valanciunas - D. Graham - N. Marshall - T. Murphy III - J. Alvarado,0.7000000000000001
989,K. Irving - S. Curry - J. Harris - B. Simmons - Y. Watanabe,4.7
990,K. Lowry - B. Adebayo - H. Highsmith - M. Strus - T. Herro,-0.6000000000000001
991,K. Thompson - D. Green - A. Wiggins - D. DiVincenzo - J. Poole,-0.5
992,M. Conley - J. Clarkson - M. Beasley - L. Markkanen - J. Vanderbilt,0.1
993,M. Muscala - S. Gilgeous-Alexander - I. Joe - L. Waters III - T. Mann,3.2
994,N. Vucevic - Z. LaVine - D. Jones Jr. - A. Caruso - C. White,-0.6000000000000001
995,O. Porter Jr. - C. Boucher - G. Trent Jr. - P. Achiuwa - S. Barnes,-2.3
996,P. Mills - J. Harris - R. O'Neale - B. Simmons - C. Thomas,-0.7000000000000001
997,P. Siakam - J. Hernangomez - F. VanVleet - O. Anunoby - C. Koloko,-1.8
998,P. Washington - J. McDaniels - T. Maledon - N. Richards - J. Bouknight,-0.1
999,R. Bullock - S. Dinwiddie - D. Powell - D. Finney-Smith - J. Green,1.0
1000,R. Gay - M. Beasley - L. Markkanen - J. Vanderbilt - N. Alexander-Walker,3.0
1001,S. Gilgeous-Alexander - L. Dort - I. Joe - J. Giddey - A. Wiggins,1.5
1002,T. Hardaway Jr. - C. Wood - M. Kleber - L. Doncic - J. Green,2.4
1003,A. Davis - D. Russell - T. Brown Jr. - J. Vanderbilt - A. Reaves,-0.2
1004,A. Davis - D. Schroder - D. Russell - R. Hachimura - A. Reaves,6.0
1005,B. Beal - K. Porzingis - K. Kuzma - M. Morris - C. Kispert,-1.1
1006,B. Lopez - K. Middleton - G. Antetokounmpo - G. Allen - J. Carter,1.0
1007,C. Paul - B. Biyombo - T. Craig - M. Bridges - L. Shamet,1.3
1008,D. Green - A. Wiggins - K. Looney - D. DiVincenzo - J. Poole,0.0
1009,D. Lillard - J. Grant - G. Payton II - T. Watford - S. Sharpe,-0.5
1010,D. Smith Jr. - C. Martin - J. McDaniels - J. Thor - M. Williams,0.0
1011,G. Dieng - J. Champagnie - M. Branham - B. Wesley - D. Barlow,1.7000000000000002
1012,G. Hayward - J. McDaniels - T. Maledon - J. Thor - M. Williams,-5.0
1013,G. Niang - S. Milton - M. Thybulle - T. Maxey - P. Reed,1.4
1014,G. Payton II - A. Simons - N. Little - T. Watford - S. Sharpe,-2.7
1015,H. Barnes - M. Dellavedova - D. Sabonis - K. Huerter - K. Murray,3.7
1016,J. Grant - G. Payton II - A. Simons - T. Watford - S. Sharpe,-2.5
1017,J. Harden - M. Harrell - G. Niang - D. House Jr. - M. Thybulle,4.0
1018,J. Nurkic - J. Winslow - A. Simons - T. Watford - S. Sharpe,-2.4
1019,J. Valanciunas - C. McCollum - N. Marshall - J. Alvarado - D. Daniels,-0.2
1020,J. Wiseman - K. Hayes - I. Livers - E. Omoruyi - J. Ivey,1.8
1021,K. Birch - P. Siakam - F. VanVleet - G. Trent Jr. - S. Barnes,0.30000000000000004
1022,K. Durant - S. Curry - J. Harris - B. Simmons - Y. Watanabe,-2.0
1023,K. Lowry - B. Adebayo - G. Vincent - M. Strus - T. Herro,1.2
1024,K. Oubre Jr. - P. Washington - T. Maledon - N. Richards - B. McGowens,-0.5
1025,L. James - P. Beverley - A. Davis - L. Walker IV - A. Reaves,-1.1
1026,L. James - R. Westbrook - T. Brown Jr. - W. Gabriel - K. Nunn,7.0
1027,M. Bamba - B. Bol - C. Okeke - F. Wagner - C. Houstan,-2.0
1028,M. Brogdon - J. Tatum - D. White - L. Kornet - G. Williams,1.4
1029,M. Brogdon - J. Tatum - R. Williams III - G. Williams - S. Hauser,-1.3
1030,M. Conley - K. Anderson - N. Reid - A. Edwards - J. McDaniels,1.0
1031,M. Muscala - S. Gilgeous-Alexander - L. Dort - J. Giddey - J. Williams,2.2
1032,M. Smart - J. Brown - J. Tatum - D. White - G. Williams,-0.1
1033,M. Wagner - B. Bol - C. Anthony - K. Harris - P. Banchero,4.3
1034,P. George - R. Jackson - N. Powell - I. Zubac - T. Mann,-6.0
1035,P. Siakam - C. Boucher - M. Flynn - J. Dowtin Jr. - C. Koloko,1.7000000000000002
1036,R. Gay - J. Clarkson - U. Azubuike - T. Horton-Tucker - O. Agbaji,-1.0
1037,R. Gay - M. Beasley - C. Sexton - T. Horton-Tucker - W. Kessler,1.6
1038,R. Gay - M. Conley - M. Beasley - C. Sexton - W. Kessler,-0.30000000000000004
1039,S. Curry - R. O'Neale - M. Bridges - N. Claxton - C. Johnson,0.7000000000000001
1040,S. Gilgeous-Alexander - K. Williams - L. Dort - J. Robinson-Earl - J. Giddey,1.8
1041,T. Jerome - J. Wiseman - J. Kuminga - A. Lamb - M. Moody,-1.5
1042,T. Jones - L. Kennard - D. Brooks - J. Jackson Jr. - S. Aldama,0.0
1043,T. Lyles - D. Fox - M. Monk - C. Metu - K. Okpala,1.3
1044,T. Rozier - T. Maledon - N. Richards - K. Jones - B. McGowens,-1.0
1045,A. Burks - C. Joseph - H. Diallo - S. Bey - I. Stewart,-2.0
1046,A. Davis - D. Schroder - D. Russell - J. Vanderbilt - A. Reaves,1.0
1047,A. Drummond - Z. LaVine - C. White - A. Dosunmu - D. Terry,2.0
1048,B. Hield - A. Nembhard - A. Nesmith - J. Smith - B. Mathurin,-0.8
1049,C. Capela - D. Murray - J. Collins - A. Holiday - D. Hunter,-2.0
1050,C. Joseph - H. Diallo - K. Hayes - I. Livers - J. Duren,-1.7000000000000002
1051,C. Paul - D. Booker - J. Okogie - D. Ayton - I. Wainright,-2.4
1052,D. Booker - C. Payne - M. Bridges - D. Ayton - I. Wainright,-3.8
1053,D. Fox - M. Monk - C. Metu - T. Davis - K. Murray,0.30000000000000004
1054,G. Harris - M. Fultz - W. Carter Jr. - J. Suggs - P. Banchero,0.1
1055,H. Barnes - T. Lyles - D. Fox - M. Monk - C. Metu,1.9
1056,H. Diallo - K. Hayes - S. Bey - I. Livers - J. Duren,1.8
1057,J. Butler - V. Oladipo - B. Adebayo - C. Martin - T. Herro,1.6
1058,J. Green - D. DiVincenzo - J. Poole - J. Kuminga - M. Moody,1.3
1059,J. Green - D. Nix - K. Martin Jr. - U. Garuba - T. Eason,-0.5
1060,J. Green - J. Tate - A. Sengun - J. Smith Jr. - T. Eason,1.0
1061,J. Harden - T. Harris - J. Embiid - G. Niang - D. Melton,1.9
1062,J. Poeltl - P. Siakam - F. VanVleet - O. Anunoby - G. Trent Jr.,-0.7000000000000001
1063,J. Randle - J. Brunson - M. Robinson - R. Barrett - I. Quickley,0.1
1064,J. Valanciunas - C. McCollum - J. Hayes - N. Marshall - J. Alvarado,-1.2
1065,K. Anderson - D. Russell - A. Edwards - J. McDaniels - N. Knight,0.0
1066,K. Love - C. Osman - C. LeVert - D. Garland - E. Mobley,0.5
1067,K. Lowry - K. Love - J. Butler - C. Martin - M. Strus,-1.7000000000000002
1068,K. Olynyk - L. Markkanen - T. Horton-Tucker - O. Agbaji - S. Fontecchio,1.8
1069,K. Thompson - J. Green - K. Looney - T. Jerome - J. Poole,-1.8
1070,K. Thompson - K. Looney - T. Jerome - J. Kuminga - A. Lamb,1.5
1071,L. Nance Jr. - D. Graham - J. Hayes - J. Alvarado - D. Daniels,-0.5
1072,M. Fultz - W. Carter Jr. - F. Wagner - J. Suggs - P. Banchero,0.9
1073,M. Harrell - G. Niang - D. Melton - S. Milton - M. Thybulle,0.0
1074,M. Plumlee - K. Oubre Jr. - P. Washington - J. McDaniels - T. Maledon,-4.9
1075,M. Plumlee - K. Oubre Jr. - T. Rozier - J. McDaniels - L. Ball,-1.5
1076,N. Batum - P. George - M. Morris Sr. - K. Leonard - R. Jackson,2.8
1077,R. Bullock - S. Dinwiddie - D. Finney-Smith - M. Kleber - L. Doncic,-1.8
1078,R. Bullock - T. Hardaway Jr. - S. Dinwiddie - D. Powell - J. Green,-5.0
1079,S. Curry - D. Green - K. Looney - D. DiVincenzo - J. Poole,0.4
1080,S. Mykhailiuk - T. Maledon - J. Bouknight - J. Thor - M. Williams,-1.8
1081,T. Harris - D. House Jr. - S. Milton - T. Maxey - P. Reed,4.0
1082,T. Jerome - J. Kuminga - A. Lamb - M. Moody - P. Baldwin Jr.,1.5
1083,W. Barton - D. Wright - K. Kuzma - R. Hachimura - D. Gafford,3.0
1084,A. Horford - M. Smart - M. Brogdon - J. Tatum - G. Williams,1.0
1085,B. Beal - K. Kuzma - M. Morris - D. Gafford - D. Avdija,3.3
1086,B. Beal - W. Barton - D. Wright - R. Hachimura - D. Gafford,1.0
1087,B. Bogdanovic - D. Murray - D. Hunter - O. Okongwu - A. Griffin,-0.8
1088,C. Capela - D. Murray - J. Collins - D. Hunter - A. Griffin,2.2
1089,C. McCollum - L. Nance Jr. - Z. Williamson - T. Murphy III - D. Daniels,1.2
1090,C. Paul - D. Booker - D. Lee - M. Bridges - D. Ayton,-0.30000000000000004
1091,D. Booker - T. Craig - M. Bridges - D. Ayton - D. Washington Jr.,-1.5
1092,D. DeRozan - N. Vucevic - Z. LaVine - A. Caruso - C. White,1.9
1093,D. Green - D. DiVincenzo - T. Jerome - J. Poole - J. Kuminga,-1.0
1094,D. Saric - D. Booker - D. Lee - L. Shamet - J. Landale,0.0
1095,E. Gordon - D. Nix - K. Martin Jr. - U. Garuba - T. Eason,-0.6000000000000001
1096,G. Niang - S. Milton - J. McDaniels - T. Maxey - P. Reed,2.1
1097,J. Grant - J. Nurkic - J. Hart - A. Simons - N. Little,1.8
1098,J. Green - A. Gordon - J. Murray - B. Brown - M. Porter Jr.,-0.8
1099,J. Green - D. DiVincenzo - T. Jerome - J. Poole - J. Kuminga,-1.2
1100,J. Harden - T. Harris - M. Harrell - D. Melton - T. Maxey,-1.1
1101,J. Poeltl - K. Bates-Diop - K. Johnson - D. Vassell - T. Jones,-1.2
1102,J. Poeltl - K. Johnson - T. Jones - M. Branham - J. Sochan,-2.3
1103,J. Randle - I. Hartenstein - J. Brunson - Q. Grimes - I. Quickley,1.2
1104,J. Richardson - L. Nance Jr. - B. Ingram - H. Jones - D. Daniels,1.4
1105,J. Wall - M. Morris Sr. - R. Jackson - I. Zubac - T. Mann,-1.7000000000000002
1106,K. Irving - S. Curry - J. Harris - R. O'Neale - B. Simmons,-1.6
1107,K. Irving - T. Hardaway Jr. - M. Kleber - L. Doncic - J. Green,3.2
1108,K. Love - C. LeVert - D. Garland - L. Stevens - E. Mobley,-1.5
1109,K. Lowry - B. Adebayo - C. Martin - D. Robinson - G. Vincent,1.4
1110,K. Porter Jr. - J. Green - K. Martin Jr. - J. Tate - J. Smith Jr.,-1.4
1111,L. James - P. Beverley - D. Schroder - T. Bryant - A. Reaves,-1.5
1112,L. James - R. Westbrook - T. Bryant - T. Brown Jr. - A. Reaves,-1.5
1113,L. Nance Jr. - B. Ingram - N. Marshall - T. Murphy III - J. Alvarado,1.7000000000000002
1114,N. Batum - R. Jackson - N. Powell - I. Zubac - L. Kennard,1.5
1115,N. Vucevic - Z. LaVine - C. White - P. Williams - A. Dosunmu,-0.7000000000000001
1116,P. George - M. Morris Sr. - K. Leonard - R. Jackson - N. Powell,-0.8
1117,P. Siakam - F. VanVleet - O. Anunoby - G. Trent Jr. - P. Achiuwa,4.0
1118,S. Curry - D. Green - J. Poole - J. Kuminga - A. Lamb,2.7
1119,T. Jones - J. Jackson Jr. - B. Clarke - J. Konchar - D. Roddy,-0.8
1120,T. Jones - L. Kennard - X. Tillman - D. Bane - D. Roddy,5.6
1121,T. Lyles - D. Fox - M. Monk - C. Metu - T. Davis,-1.3
1122,T. Maledon - K. Jones - J. Bouknight - M. Williams - B. McGowens,-1.8
1123,T. McConnell - M. Turner - O. Brissett - A. Nesmith - B. Mathurin,0.0
1124,T. Ross - C. Payne - D. Lee - J. Landale - I. Wainright,0.8
1125,W. Barton - K. Porzingis - K. Kuzma - M. Morris - D. Avdija,4.3
1126,A. Burks - B. Bogdanovic - K. Hayes - I. Stewart - J. Duren,0.8
1127,B. Bogdanovic - D. Murray - T. Young - D. Hunter - O. Okongwu,-0.5
1128,B. Griffin - M. Brogdon - J. Tatum - D. White - S. Hauser,3.5
1129,B. Lopez - J. Holiday - B. Portis - P. Connaughton - J. Carter,-1.0
1130,B. Lopez - J. Holiday - W. Matthews - K. Middleton - J. Ingles,0.1
1131,C. Boucher - G. Trent Jr. - P. Achiuwa - M. Flynn - S. Barnes,-2.0
1132,D. Wright - K. Kuzma - K. Nunn - D. Gafford - C. Kispert,-1.6
1133,E. Gordon - G. Mathews - K. Martin Jr. - A. Sengun - T. Eason,5.0
1134,G. Dieng - S. Mamukelashvili - J. Champagnie - B. Wesley - D. Barlow,-2.2
1135,G. Harris - M. Fultz - W. Carter Jr. - C. Anthony - P. Banchero,-1.2
1136,J. Christopher - U. Garuba - J. Smith Jr. - T. Washington Jr. - T. Eason,-2.0
1137,J. Randle - I. Hartenstein - J. Brunson - R. Barrett - Q. Grimes,-2.1
1138,J. Randle - I. Hartenstein - J. Hart - J. Brunson - R. Barrett,-1.5
1139,K. Caldwell-Pope - A. Gordon - N. Jokic - J. Murray - V. Cancar,3.5
1140,K. Love - C. LeVert - D. Garland - I. Okoro - E. Mobley,0.1
1141,K. Olynyk - J. Clarkson - L. Markkanen - J. Vanderbilt - T. Horton-Tucker,1.3
1142,K. Porzingis - M. Morris - R. Hachimura - D. Avdija - C. Kispert,0.4
1143,L. James - R. Westbrook - A. Davis - D. Schroder - T. Brown Jr.,-1.0
1144,M. Conley - J. Clarkson - M. Beasley - C. Sexton - W. Kessler,-3.0
1145,M. Conley - R. Gobert - K. Anderson - K. Towns - A. Edwards,0.5
1146,M. Muscala - S. Gilgeous-Alexander - I. Joe - T. Mann - A. Wiggins,-1.1
1147,M. Plumlee - T. Rozier - C. Martin - P. Washington - L. Ball,1.0
1148,M. Plumlee - T. Rozier - D. Smith Jr. - P. Washington - J. McDaniels,-0.30000000000000004
1149,N. Batum - P. George - K. Leonard - R. Jackson - N. Powell,-0.6000000000000001
1150,R. Gobert - D. Russell - J. Nowell - A. Edwards - J. McDaniels,-0.8
1151,R. Holmes - T. Lyles - D. Fox - M. Monk - D. Mitchell,-1.0
1152,T. Hardaway Jr. - S. Dinwiddie - C. Wood - D. Finney-Smith - J. Green,0.5
1153,T. McConnell - B. Hield - O. Brissett - C. Duarte - I. Jackson,-0.4
1154,T. McConnell - M. Turner - B. Hield - C. Duarte - B. Mathurin,2.7
1155,Z. Collins - K. Bates-Diop - D. Graham - K. Johnson - M. Branham,-1.0
1156,B. Hield - T. Haliburton - J. Smith - I. Jackson - B. Mathurin,-0.5
1157,C. Capela - B. Bogdanovic - T. Young - D. Hunter - A. Griffin,0.5
1158,D. DeRozan - N. Vucevic - Z. LaVine - A. Caruso - A. Dosunmu,0.4
1159,D. Lee - T. Craig - M. Bridges - D. Ayton - S. Lee,-0.30000000000000004
1160,D. Lee - T. Craig - M. Bridges - L. Shamet - D. Ayton,-1.5
1161,D. Lillard - J. Grant - J. Hart - A. Simons - T. Watford,2.4
1162,D. Lillard - J. Grant - J. Winslow - J. Hart - D. Eubanks,2.9
1163,E. Gordon - G. Mathews - D. Nix - U. Garuba - T. Eason,1.0
1164,G. Dragic - A. Drummond - Z. LaVine - D. Jones Jr. - C. White,1.0
1165,G. Harris - M. Fultz - J. Isaac - W. Carter Jr. - P. Banchero,-0.1
1166,G. Niang - D. Melton - J. McDaniels - T. Maxey - P. Reed,1.3
1167,J. Butler - G. Vincent - H. Highsmith - M. Strus - O. Robinson,-1.8
1168,J. Embiid - G. Niang - S. Milton - J. McDaniels - T. Maxey,0.9
1169,J. Green - D. Jordan - B. Brown - B. Hyland - C. Braun,-1.7000000000000002
1170,J. Holiday - J. Ingles - B. Portis - P. Connaughton - G. Allen,-1.0
1171,J. Valanciunas - C. McCollum - B. Ingram - H. Jones - J. Alvarado,-1.4
1172,K. Oubre Jr. - D. Smith Jr. - S. Mykhailiuk - P. Washington - K. Jones,-2.0
1173,K. Thompson - D. Green - D. DiVincenzo - T. Jerome - J. Kuminga,-2.2
1174,L. James - A. Davis - D. Schroder - L. Walker IV - A. Reaves,4.0
1175,M. Brogdon - J. Tatum - D. White - R. Williams III - G. Williams,0.9
1176,M. Brogdon - L. Kornet - G. Williams - P. Pritchard - S. Hauser,1.2
1177,M. Plumlee - T. Rozier - D. Smith Jr. - P. Washington - L. Ball,0.4
1178,N. Batum - J. Wall - N. Powell - I. Zubac - L. Kennard,-2.0
1179,N. Batum - J. Wall - N. Powell - T. Mann - M. Brown,2.8
1180,N. Batum - K. Leonard - R. Jackson - R. Covington - N. Powell,-0.7000000000000001
1181,N. Batum - P. George - R. Jackson - N. Powell - I. Zubac,-1.4
1182,N. Vonleh - J. Jackson - L. Kornet - P. Pritchard - S. Hauser,-4.1
1183,P. Siakam - F. VanVleet - C. Boucher - P. Achiuwa - S. Barnes,-0.30000000000000004
1184,P. Siakam - O. Anunoby - C. Boucher - G. Trent Jr. - S. Barnes,-1.5
1185,P. Tucker - J. Embiid - G. Niang - D. Melton - S. Milton,2.5
1186,P. Tucker - J. Harden - T. Harris - J. Embiid - S. Milton,-0.1
1187,R. Gobert - K. Anderson - D. Russell - K. Towns - A. Edwards,-0.4
1188,R. Rubio - C. Osman - C. LeVert - D. Mitchell - E. Mobley,4.5
1189,S. Curry - J. Harris - M. Bridges - N. Claxton - C. Johnson,1.6
1190,S. Curry - K. Thompson - D. Green - J. Green - A. Wiggins,-1.0
1191,S. Dinwiddie - R. O'Neale - M. Bridges - N. Claxton - C. Johnson,0.7000000000000001
1192,S. Gilgeous-Alexander - L. Dort - J. Giddey - A. Wiggins - J. Williams,-1.0
1193,T. Hardaway Jr. - C. Wood - D. Finney-Smith - M. Kleber - L. Doncic,-0.6000000000000001
1194,T. Jones - D. Brooks - J. Konchar - X. Tillman - S. Aldama,3.5
1195,T. Jones - J. Jackson Jr. - X. Tillman - D. Bane - Z. Williams,-2.5
1196,T. Jones - J. Morant - B. Clarke - S. Aldama - D. Roddy,1.6
1197,T. Ross - D. Booker - C. Payne - J. Landale - I. Wainright,3.4
1198,T. Rozier - D. Smith Jr. - J. McDaniels - J. Thor - M. Williams,-0.7000000000000001
1199,T. Rozier - D. Smith Jr. - P. Washington - J. McDaniels - N. Richards,-0.6000000000000001
1200,V. Cancar - B. Brown - Z. Nnaji - B. Hyland - C. Braun,-1.6
1201,W. Barton - K. Kuzma - M. Morris - R. Hachimura - D. Gafford,-2.3
1202,A. Davis - D. Schroder - T. Brown Jr. - R. Hachimura - A. Reaves,0.8
1203,A. Rivers - T. Prince - J. Nowell - N. Reid - A. Edwards,-1.4
1204,B. Bogdanovic - D. Murray - J. Collins - T. Young - O. Okongwu,-1.2
1205,C. Capela - B. Bogdanovic - D. Murray - T. Young - D. Hunter,-2.0
1206,D. DeRozan - N. Vucevic - Z. LaVine - C. White - P. Williams,0.9
1207,D. Green - J. Green - D. DiVincenzo - J. Poole - A. Lamb,-2.3
1208,D. Murray - A. Holiday - O. Okongwu - J. Johnson - A. Griffin,0.6000000000000001
1209,F. VanVleet - O. Anunoby - C. Boucher - P. Achiuwa - S. Barnes,3.0
1210,G. Dragic - D. DeRozan - N. Vucevic - Z. LaVine - A. Caruso,-1.5
1211,G. Hill - W. Matthews - G. Antetokounmpo - B. Portis - J. Nwora,2.0
1212,J. Butler - C. Zeller - V. Oladipo - C. Martin - M. Strus,3.0
1213,J. Randle - J. Hart - M. Robinson - Q. Grimes - I. Quickley,2.4
1214,J. Wall - P. George - M. Morris Sr. - I. Zubac - L. Kennard,-1.5
1215,K. Nunn - J. Huff - J. Goodwin - J. Davis - X. Cooks,3.3
1216,M. Conley - J. Clarkson - L. Markkanen - C. Sexton - J. Vanderbilt,0.2
1217,M. Plumlee - T. Rozier - P. Washington - J. McDaniels - B. McGowens,-0.5
1218,M. Turner - A. Nembhard - T. Haliburton - A. Nesmith - B. Mathurin,-0.4
1219,M. Turner - B. Hield - T. Haliburton - A. Nesmith - B. Mathurin,2.5
1220,M. Turner - B. Hield - T. Haliburton - J. Smith - B. Mathurin,0.2
1221,P. Beverley - N. Vucevic - Z. LaVine - D. Jones Jr. - C. White,3.3
1222,P. Siakam - F. VanVleet - O. Anunoby - C. Boucher - G. Trent Jr.,1.6
1223,R. Gay - M. Conley - M. Beasley - J. Vanderbilt - T. Horton-Tucker,3.2
1224,R. Westbrook - P. Beverley - A. Davis - T. Brown Jr. - A. Reaves,3.2
1225,R. Westbrook - W. Gabriel - K. Nunn - J. Toscano-Anderson - M. Christie,-1.4
1226,S. Adams - D. Brooks - J. Morant - J. Konchar - S. Aldama,1.3
1227,S. Curry - K. Looney - D. DiVincenzo - J. Kuminga - A. Lamb,2.8
1228,S. Dinwiddie - J. Harris - D. Finney-Smith - M. Bridges - C. Johnson,0.8
1229,T. Jones - J. Jackson Jr. - B. Clarke - D. Bane - Z. Williams,0.6000000000000001
1230,T. McConnell - O. Brissett - A. Nesmith - I. Jackson - B. Mathurin,0.9
1231,T. Young - P. Siakam - F. VanVleet - C. Boucher - G. Trent Jr.,1.3
1232,A. Burks - B. Bogdanovic - S. Bey - I. Stewart - J. Ivey,-0.8
1233,A. Davis - M. Beasley - T. Brown Jr. - J. Vanderbilt - A. Reaves,4.0
1234,A. Rivers - D. Russell - J. Nowell - N. Reid - A. Edwards,1.3
1235,B. Beal - K. Porzingis - D. Wright - D. Avdija - C. Kispert,0.6000000000000001
1236,D. Wright - K. Kuzma - K. Nunn - D. Gafford - D. Avdija,2.3
1237,E. Gordon - K. Martin Jr. - U. Garuba - T. Washington Jr. - T. Eason,-1.0
1238,F. Kaminsky - A. Holiday - T. Young - J. Johnson - A. Griffin,1.0
1239,H. Barnes - D. Fox - M. Monk - C. Metu - T. Davis,-1.8
1240,H. Barnes - R. Holmes - T. Lyles - M. Monk - D. Mitchell,-0.6000000000000001
1241,J. Grant - J. Winslow - A. Simons - D. Eubanks - S. Sharpe,0.1
1242,J. Harden - G. Niang - D. Melton - J. McDaniels - P. Reed,-2.7
1243,J. Harden - M. Harrell - G. Niang - D. House Jr. - S. Milton,1.2
1244,J. Nurkic - J. Winslow - A. Simons - N. Little - S. Sharpe,1.6
1245,J. Valanciunas - B. Ingram - D. Graham - N. Marshall - H. Jones,1.0
1246,K. Irving - S. Curry - T. Warren - R. O'Neale - N. Claxton,-0.30000000000000004
1247,K. Olynyk - K. Dunn - O. Agbaji - W. Kessler - S. Fontecchio,2.0
1248,L. James - P. Beverley - A. Davis - T. Brown Jr. - A. Reaves,0.0
1249,L. James - R. Westbrook - D. Schroder - T. Bryant - M. Christie,-0.5
1250,L. Kennard - J. Konchar - X. Tillman - D. Bane - S. Aldama,4.3
1251,L. Kennard - X. Tillman - D. Bane - S. Aldama - D. Roddy,-0.5
1252,M. Turner - B. Hield - O. Brissett - A. Nembhard - T. Haliburton,0.2
1253,M. Wagner - B. Bol - C. Anthony - J. Suggs - P. Banchero,-2.4
1254,N. Batum - J. Wall - P. George - M. Morris Sr. - I. Zubac,-2.3
1255,P. Beverley - N. Vucevic - Z. LaVine - A. Caruso - P. Williams,-0.2
1256,R. Bullock - T. Hardaway Jr. - M. Kleber - L. Doncic - J. Green,-1.0
1257,R. Bullock - T. Hardaway Jr. - S. Dinwiddie - D. Powell - D. Finney-Smith,2.8
1258,R. Gobert - D. Russell - T. Prince - A. Edwards - J. McDaniels,-2.3
1259,R. Gobert - T. Prince - J. McLaughlin - J. Nowell - A. Edwards,1.6
1260,S. Adams - D. Brooks - J. Morant - J. Konchar - D. Roddy,4.5
1261,S. Curry - K. Thompson - D. Green - J. Poole - J. Kuminga,-2.3
1262,T. Gibson - D. Wright - K. Kuzma - R. Hachimura - D. Avdija,0.30000000000000004
1263,T. Harris - J. Embiid - D. House Jr. - D. Melton - S. Milton,-1.7000000000000002
1264,T. Harris - M. Harrell - G. Niang - S. Milton - T. Maxey,0.5
1265,T. Jones - D. Brooks - J. Jackson Jr. - D. Bane - S. Aldama,2.8
1266,T. Young - F. VanVleet - O. Anunoby - C. Boucher - G. Trent Jr.,0.5
1267,A. Drummond - Z. LaVine - D. Jones Jr. - C. White - A. Dosunmu,2.4
1268,A. Nembhard - T. Haliburton - A. Nesmith - I. Jackson - B. Mathurin,0.6000000000000001
1269,B. Beal - D. Wright - K. Kuzma - D. Gafford - C. Kispert,-0.7000000000000001
1270,B. Bogdanovic - D. Murray - D. Hunter - O. Okongwu - S. Bey,-0.30000000000000004
1271,B. Bogdanovic - D. Murray - J. Collins - D. Hunter - O. Okongwu,-1.5
1272,B. Bogdanovic - K. Hayes - S. Bey - J. Ivey - J. Duren,-0.8
1273,B. Hield - D. Theis - A. Nembhard - T. Haliburton - A. Nesmith,2.4
1274,B. Hield - T. Haliburton - J. Smith - C. Duarte - B. Mathurin,2.0
1275,B. Lopez - G. Hill - J. Holiday - B. Portis - J. Nwora,1.0
1276,B. Lopez - J. Holiday - K. Middleton - J. Ingles - B. Portis,0.30000000000000004
1277,B. Lopez - J. Holiday - W. Matthews - J. Ingles - B. Portis,2.0
1278,C. Joseph - R. Hampton - E. Omoruyi - J. Ivey - J. Duren,-1.8
1279,C. McCollum - L. Nance Jr. - B. Ingram - H. Jones - J. Alvarado,2.4
1280,C. Osman - D. Mitchell - D. Garland - I. Okoro - E. Mobley,0.9
1281,C. Paul - T. Craig - M. Bridges - D. Ayton - I. Wainright,-2.9
1282,D. Lee - J. Okogie - J. Landale - S. Lee - I. Wainright,-3.2
1283,D. Lillard - J. Grant - J. Nurkic - J. Winslow - J. Hart,2.1
1284,D. Lillard - J. Hart - D. Eubanks - S. Sharpe - J. Walker,1.6
1285,D. Nix - K. Martin Jr. - J. Christopher - U. Garuba - T. Eason,-2.5
1286,E. Gordon - K. Porter Jr. - J. Green - K. Martin Jr. - J. Smith Jr.,-1.8
1287,G. Harris - M. Fultz - W. Carter Jr. - B. Bol - P. Banchero,-0.2
1288,G. Hayward - M. Plumlee - K. Oubre Jr. - D. Smith Jr. - J. McDaniels,0.0
1289,G. Hayward - T. Rozier - D. Smith Jr. - N. Richards - J. Thor,-1.0
1290,H. Barnes - D. Sabonis - D. Fox - K. Huerter - D. Mitchell,-1.7000000000000002
1291,J. Embiid - G. Niang - D. House Jr. - D. Melton - S. Milton,-0.1
1292,J. Green - R. Jackson - N. Jokic - J. Murray - B. Brown,-2.7
1293,J. Harden - G. Niang - D. Melton - S. Milton - P. Reed,0.30000000000000004
1294,J. Holiday - W. Matthews - K. Middleton - J. Ingles - P. Connaughton,-2.4
1295,J. Randle - J. Brunson - M. Robinson - R. Barrett - C. Reddish,1.9
1296,K. Durant - S. Curry - J. Harris - R. O'Neale - B. Simmons,1.9
1297,K. Durant - S. Curry - R. O'Neale - N. Claxton - C. Thomas,1.4
1298,K. Irving - R. Bullock - T. Hardaway Jr. - C. Wood - J. Green,2.6
1299,K. Irving - S. Curry - T. Warren - Y. Watanabe - N. Claxton,-2.2
1300,K. Looney - D. DiVincenzo - T. Jerome - J. Poole - J. Kuminga,3.0
1301,K. Love - C. LeVert - D. Mitchell - J. Allen - D. Wade,5.4
1302,K. Love - J. Butler - B. Adebayo - G. Vincent - M. Strus,0.30000000000000004
1303,K. Lowry - J. Butler - M. Strus - T. Herro - O. Robinson,2.5
1304,K. Oubre Jr. - P. Washington - J. McDaniels - T. Maledon - N. Richards,-1.2
1305,K. Porter Jr. - J. Green - K. Martin Jr. - U. Garuba - T. Eason,0.4
